Source,CH1,CH2,
Second,Volt,Volt,
-0.00024577998,0.22660,0.20320,
-0.00024575998,0.22660,0.20280,
-0.00024574000,0.22680,0.20340,
-0.00024572000,0.22660,0.20280,
-0.00024570002,0.22640,0.20320,
-0.00024567998,0.22680,0.20280,
-0.00024565998,0.22680,0.20340,
-0.00024564000,0.22680,0.20300,
-0.00024562000,0.22640,0.20320,
-0.00024560000,0.22640,0.20280,
-0.00024557998,0.22660,0.20340,
-0.00024555998,0.22660,0.20280,
-0.00024554000,0.22660,0.20360,
-0.00024552000,0.22660,0.20260,
-0.00024550000,0.22640,0.20320,
-0.00024548002,0.22660,0.20300,
-0.00024545998,0.22640,0.20320,
-0.00024544000,0.22680,0.20280,
-0.00024542000,0.22660,0.20300,
-0.00024540000,0.22660,0.20280,
-0.00024538002,0.22660,0.20340,
-0.00024535998,0.22660,0.20300,
-0.00024534000,0.22700,0.20360,
-0.00024532000,0.22680,0.20260,
-0.00024530000,0.22640,0.20340,
-0.00024528002,0.22680,0.20300,
-0.00024525998,0.22660,0.20340,
-0.00024524000,0.22680,0.20280,
-0.00024522000,0.22620,0.20340,
-0.00024520000,0.22660,0.20260,
-0.00024518002,0.22660,0.20320,
-0.00024515998,0.22640,0.20300,
-0.00024514000,0.22680,0.20340,
-0.00024512000,0.22660,0.20280,
-0.00024510000,0.22640,0.20320,
-0.00024508002,0.22680,0.20260,
-0.00024505998,0.22620,0.20300,
-0.00024503998,0.22660,0.20300,
-0.00024502000,0.22640,0.20340,
-0.00024500000,0.22660,0.20280,
-0.00024498002,0.22680,0.20360,
-0.00024495998,0.22660,0.20260,
-0.00024493998,0.22660,0.20340,
-0.00024492000,0.22600,0.20280,
-0.00024490000,0.22660,0.20320,
-0.00024488002,0.22680,0.20280,
-0.00024485998,0.22640,0.20300,
-0.00024483998,0.22680,0.20300,
-0.00024482000,0.22620,0.20320,
-0.00024480000,0.22660,0.20260,
-0.00024478000,0.22680,0.20340,
-0.00024476002,0.22640,0.20280,
-0.00024473998,0.22680,0.20340,
-0.00024472000,0.22660,0.20280,
-0.00024470000,0.22680,0.20340,
-0.00024468000,0.22660,0.20280,
-0.00024466002,0.22660,0.20340,
-0.00024463998,0.22680,0.20300,
-0.00024462000,0.22620,0.20320,
-0.00024460000,0.22660,0.20280,
-0.00024458000,0.22660,0.20340,
-0.00024456002,0.22640,0.20280,
-0.00024453998,0.22700,0.20340,
-0.00024452000,0.22640,0.20280,
-0.00024450000,0.22640,0.20340,
-0.00024448000,0.22640,0.20280,
-0.00024446002,0.22660,0.20340,
-0.00024443998,0.22660,0.20300,
-0.00024442000,0.22640,0.20320,
-0.00024440000,0.22680,0.20260,
-0.00024438000,0.22680,0.20340,
-0.00024436002,0.22660,0.20260,
-0.00024433998,0.22680,0.20320,
-0.00024431998,0.22640,0.20300,
-0.00024430000,0.22680,0.20340,
-0.00024428000,0.22660,0.20260,
-0.00024426002,0.22640,0.20320,
-0.00024423998,0.22660,0.20280,
-0.00024421998,0.22640,0.20300,
-0.00024420000,0.22660,0.20260,
-0.00024418000,0.22660,0.20340,
-0.00024416002,0.22660,0.20280,
-0.00024414000,0.22660,0.20340,
-0.00024412000,0.22660,0.20280,
-0.00024410000,0.22640,0.20300,
-0.00024408000,0.22660,0.20280,
-0.00024406000,0.22640,0.20340,
-0.00024404000,0.22660,0.20280,
-0.00024402000,0.22640,0.20340,
-0.00024400000,0.22660,0.20280,
-0.00024398000,0.22680,0.20340,
-0.00024395998,0.22660,0.20280,
-0.00024394000,0.22680,0.20320,
-0.00024392000,0.22640,0.20260,
-0.00024390000,0.22660,0.20300,
-0.00024388000,0.22660,0.20280,
-0.00024385998,0.22640,0.20340,
-0.00024384000,0.22680,0.20300,
-0.00024382000,0.22640,0.20340,
-0.00024380000,0.22660,0.20260,
-0.00024378000,0.22660,0.20340,
-0.00024376000,0.22620,0.20280,
-0.00024374000,0.22680,0.20340,
-0.00024372000,0.22640,0.20260,
-0.00024370000,0.22640,0.20340,
-0.00024368000,0.22660,0.20280,
-0.00024366000,0.22680,0.20320,
-0.00024364000,0.22680,0.20280,
-0.00024362000,0.22640,0.20340,
-0.00024360000,0.22660,0.20280,
-0.00024358000,0.22680,0.20340,
-0.00024356000,0.22640,0.20260,
-0.00024354000,0.22680,0.20340,
-0.00024352000,0.22640,0.20280,
-0.00024349998,0.22660,0.20320,
-0.00024348000,0.22660,0.20260,
-0.00024346000,0.22660,0.20340,
-0.00024344000,0.22680,0.20300,
-0.00024342000,0.22640,0.20320,
-0.00024340000,0.22640,0.20300,
-0.00024338000,0.22680,0.20340,
-0.00024336000,0.22660,0.20260,
-0.00024334000,0.22680,0.20320,
-0.00024332000,0.22660,0.20260,
-0.00024330000,0.22660,0.20320,
-0.00024328000,0.22640,0.20280,
-0.00024326000,0.22640,0.20320,
-0.00024324000,0.22680,0.20300,
-0.00024322000,0.22620,0.20320,
-0.00024320000,0.22660,0.20260,
-0.00024318000,0.22680,0.20320,
-0.00024316000,0.22640,0.20260,
-0.00024313998,0.22680,0.20340,
-0.00024312000,0.22640,0.20280,
-0.00024310000,0.22680,0.20340,
-0.00024308000,0.22640,0.20260,
-0.00024306000,0.22640,0.20340,
-0.00024304000,0.22640,0.20280,
-0.00024302000,0.22640,0.20320,
-0.00024300000,0.22640,0.20260,
-0.00024298000,0.22660,0.20340,
-0.00024296000,0.22640,0.20280,
-0.00024294000,0.22680,0.20340,
-0.00024292000,0.22640,0.20280,
-0.00024290000,0.22660,0.20340,
-0.00024288000,0.22660,0.20280,
-0.00024286000,0.22660,0.20320,
-0.00024284000,0.22680,0.20300,
-0.00024282000,0.22660,0.20320,
-0.00024280000,0.22660,0.20260,
-0.00024277998,0.22680,0.20320,
-0.00024276000,0.22640,0.20260,
-0.00024274000,0.22680,0.20320,
-0.00024272000,0.22660,0.20260,
-0.00024270000,0.22660,0.20320,
-0.00024268000,0.22680,0.20280,
-0.00024266000,0.22660,0.20320,
-0.00024264000,0.22680,0.20300,
-0.00024262000,0.22640,0.20340,
-0.00024260000,0.22660,0.20280,
-0.00024258000,0.22680,0.20340,
-0.00024256000,0.22660,0.20280,
-0.00024254000,0.22640,0.20320,
-0.00024252000,0.22620,0.20260,
-0.00024250000,0.22640,0.20320,
-0.00024248000,0.22660,0.20280,
-0.00024246000,0.22640,0.20340,
-0.00024244000,0.22660,0.20300,
-0.00024241998,0.22640,0.20320,
-0.00024240000,0.22660,0.20280,
-0.00024238000,0.22640,0.20340,
-0.00024236000,0.22620,0.20280,
-0.00024234000,0.22660,0.20360,
-0.00024232000,0.22640,0.20280,
-0.00024230000,0.22640,0.20340,
-0.00024228000,0.22660,0.20300,
-0.00024226000,0.22640,0.20320,
-0.00024224000,0.22660,0.20300,
-0.00024222000,0.22660,0.20320,
-0.00024220000,0.22660,0.20260,
-0.00024218000,0.22680,0.20320,
-0.00024216000,0.22660,0.20260,
-0.00024214000,0.22660,0.20340,
-0.00024212000,0.22660,0.20240,
-0.00024210000,0.22640,0.20340,
-0.00024208000,0.22640,0.20280,
-0.00024205998,0.22620,0.20320,
-0.00024204000,0.22660,0.20320,
-0.00024202000,0.22640,0.20320,
-0.00024200000,0.22660,0.20260,
-0.00024198000,0.22640,0.20340,
-0.00024195998,0.22600,0.20280,
-0.00024194000,0.22680,0.20340,
-0.00024192000,0.22660,0.20280,
-0.00024190000,0.22660,0.20340,
-0.00024188000,0.22660,0.20280,
-0.00024186000,0.22640,0.20340,
-0.00024184000,0.22660,0.20320,
-0.00024182000,0.22620,0.20320,
-0.00024180000,0.22680,0.20280,
-0.00024178000,0.22680,0.20320,
-0.00024176000,0.22640,0.20280,
-0.00024174000,0.22680,0.20340,
-0.00024172000,0.22660,0.20280,
-0.00024170000,0.22680,0.20340,
-0.00024168000,0.22680,0.20280,
-0.00024166000,0.22640,0.20320,
-0.00024164000,0.22700,0.20280,
-0.00024162000,0.22640,0.20320,
-0.00024159998,0.22660,0.20300,
-0.00024158000,0.22660,0.20340,
-0.00024156000,0.22620,0.20280,
-0.00024154000,0.22660,0.20360,
-0.00024152000,0.22660,0.20280,
-0.00024150000,0.22700,0.20320,
-0.00024148000,0.22640,0.20280,
-0.00024146000,0.22620,0.20340,
-0.00024144000,0.22660,0.20280,
-0.00024142000,0.22640,0.20300,
-0.00024140000,0.22640,0.20280,
-0.00024138000,0.22680,0.20340,
-0.00024136000,0.22640,0.20260,
-0.00024134000,0.22520,0.20340,
-0.00024132000,0.22600,0.20260,
-0.00024130000,0.22640,0.20340,
-0.00024128000,0.22760,0.20280,
-0.00024126000,0.22740,0.20320,
-0.00024123998,0.22860,0.20300,
-0.00024122000,0.22780,0.20320,
-0.00024120000,0.22700,0.20300,
-0.00024118000,0.22660,0.20340,
-0.00024116000,0.22620,0.20280,
-0.00024114000,0.22600,0.20340,
-0.00024112000,0.22600,0.20260,
-0.00024110000,0.22620,0.20320,
-0.00024108000,0.22640,0.20260,
-0.00024106000,0.22600,0.20340,
-0.00024104000,0.22620,0.20300,
-0.00024102000,0.22640,0.20340,
-0.00024100000,0.22640,0.20280,
-0.00024098000,0.22680,0.20340,
-0.00024096000,0.22620,0.20280,
-0.00024094000,0.22660,0.20340,
-0.00024092000,0.22660,0.20280,
-0.00024090000,0.22660,0.20340,
-0.00024087998,0.22660,0.20300,
-0.00024086000,0.22620,0.20360,
-0.00024084000,0.22660,0.20280,
-0.00024082000,0.22640,0.20340,
-0.00024080000,0.22640,0.20300,
-0.00024078000,0.22660,0.20320,
-0.00024076000,0.22620,0.20240,
-0.00024074000,0.22660,0.20360,
-0.00024072000,0.22660,0.20260,
-0.00024070000,0.22660,0.20320,
-0.00024068000,0.22660,0.20280,
-0.00024066000,0.22640,0.20300,
-0.00024064000,0.22660,0.20280,
-0.00024062000,0.22680,0.20340,
-0.00024060000,0.22660,0.20280,
-0.00024058000,0.22680,0.20320,
-0.00024056000,0.22640,0.20280,
-0.00024054000,0.22680,0.20340,
-0.00024051998,0.22660,0.20280,
-0.00024050000,0.22680,0.20300,
-0.00024048000,0.22680,0.20260,
-0.00024046000,0.22660,0.20320,
-0.00024044000,0.22660,0.20280,
-0.00024041998,0.22640,0.20320,
-0.00024040000,0.22620,0.20280,
-0.00024038000,0.22660,0.20340,
-0.00024036000,0.22620,0.20300,
-0.00024034000,0.22700,0.20320,
-0.00024032000,0.22660,0.20260,
-0.00024030000,0.22640,0.20340,
-0.00024028000,0.22640,0.20300,
-0.00024026000,0.22660,0.20340,
-0.00024024000,0.22640,0.20300,
-0.00024022000,0.22640,0.20320,
-0.00024020000,0.22660,0.20280,
-0.00024018000,0.22680,0.20340,
-0.00024016000,0.22660,0.20280,
-0.00024014000,0.22680,0.20340,
-0.00024012000,0.22660,0.20280,
-0.00024010000,0.22640,0.20320,
-0.00024008000,0.22660,0.20280,
-0.00024005998,0.22660,0.20320,
-0.00024004000,0.22660,0.20320,
-0.00024002000,0.22660,0.20340,
-0.00024000000,0.22640,0.20300,
-0.00023998000,0.22680,0.20320,
-0.00023996000,0.22660,0.20260,
-0.00023994000,0.22640,0.20340,
-0.00023992000,0.22600,0.20240,
-0.00023990000,0.22660,0.20360,
-0.00023988000,0.22640,0.20260,
-0.00023986000,0.22600,0.20340,
-0.00023984000,0.22640,0.20300,
-0.00023982000,0.22620,0.20320,
-0.00023980000,0.22680,0.20300,
-0.00023978000,0.22640,0.20320,
-0.00023976000,0.22620,0.20260,
-0.00023974000,0.22620,0.20340,
-0.00023972000,0.22660,0.20280,
-0.00023969998,0.22660,0.20360,
-0.00023968000,0.22660,0.20280,
-0.00023966000,0.22640,0.20320,
-0.00023964000,0.22640,0.20240,
-0.00023962000,0.22680,0.20340,
-0.00023960000,0.22660,0.20280,
-0.00023958000,0.22640,0.20340,
-0.00023956000,0.22640,0.20280,
-0.00023954000,0.22640,0.20340,
-0.00023952000,0.22660,0.20280,
-0.00023950000,0.22660,0.20340,
-0.00023948000,0.22680,0.20280,
-0.00023946000,0.22640,0.20340,
-0.00023944000,0.22660,0.20300,
-0.00023942000,0.22640,0.20340,
-0.00023940000,0.22660,0.20280,
-0.00023938000,0.22660,0.20320,
-0.00023936000,0.22640,0.20280,
-0.00023933998,0.22660,0.20340,
-0.00023932000,0.22640,0.20280,
-0.00023930000,0.22640,0.20320,
-0.00023928000,0.22660,0.20280,
-0.00023926000,0.22660,0.20320,
-0.00023924000,0.22640,0.20280,
-0.00023922000,0.22640,0.20340,
-0.00023920000,0.22660,0.20300,
-0.00023918000,0.22640,0.20360,
-0.00023916000,0.22680,0.20280,
-0.00023914000,0.22640,0.20320,
-0.00023912000,0.22660,0.20280,
-0.00023910000,0.22660,0.20340,
-0.00023908000,0.22660,0.20280,
-0.00023906000,0.22640,0.20360,
-0.00023904000,0.22640,0.20300,
-0.00023902000,0.22640,0.20320,
-0.00023900000,0.22660,0.20300,
-0.00023897998,0.22660,0.20340,
-0.00023896000,0.22640,0.20280,
-0.00023894000,0.22660,0.20340,
-0.00023892000,0.22640,0.20300,
-0.00023890000,0.22660,0.20320,
-0.00023888000,0.22660,0.20280,
-0.00023886000,0.22640,0.20340,
-0.00023884000,0.22660,0.20300,
-0.00023882000,0.22640,0.20320,
-0.00023880000,0.22640,0.20300,
-0.00023878000,0.22660,0.20320,
-0.00023876000,0.22620,0.20280,
-0.00023874000,0.22640,0.20320,
-0.00023872000,0.22640,0.20260,
-0.00023870000,0.22640,0.20340,
-0.00023868000,0.22660,0.20260,
-0.00023866000,0.22640,0.20340,
-0.00023864000,0.22660,0.20320,
-0.00023861998,0.22640,0.20320,
-0.00023860000,0.22640,0.20300,
-0.00023858000,0.22660,0.20320,
-0.00023856000,0.22660,0.20280,
-0.00023854000,0.22640,0.20340,
-0.00023851998,0.22640,0.20280,
-0.00023850000,0.22660,0.20340,
-0.00023848000,0.22660,0.20280,
-0.00023846000,0.22640,0.20360,
-0.00023844000,0.22660,0.20280,
-0.00023842000,0.22660,0.20320,
-0.00023840000,0.22660,0.20260,
-0.00023838000,0.22640,0.20340,
-0.00023836000,0.22660,0.20300,
-0.00023834000,0.22660,0.20340,
-0.00023832000,0.22640,0.20280,
-0.00023830000,0.22620,0.20340,
-0.00023828000,0.22640,0.20280,
-0.00023826000,0.22620,0.20320,
-0.00023824000,0.22660,0.20260,
-0.00023822000,0.22660,0.20340,
-0.00023820000,0.22640,0.20280,
-0.00023818000,0.22640,0.20340,
-0.00023815998,0.22620,0.20300,
-0.00023814000,0.22640,0.20340,
-0.00023812000,0.22640,0.20280,
-0.00023810000,0.22640,0.20320,
-0.00023808000,0.22680,0.20300,
-0.00023806000,0.22640,0.20320,
-0.00023804000,0.22640,0.20300,
-0.00023802000,0.22660,0.20340,
-0.00023800000,0.22660,0.20280,
-0.00023798000,0.22660,0.20320,
-0.00023796000,0.22660,0.20260,
-0.00023794000,0.22640,0.20320,
-0.00023792000,0.22640,0.20260,
-0.00023790000,0.22640,0.20320,
-0.00023788000,0.22680,0.20280,
-0.00023786000,0.22660,0.20360,
-0.00023784000,0.22660,0.20300,
-0.00023782000,0.22640,0.20340,
-0.00023779998,0.22660,0.20280,
-0.00023778000,0.22660,0.20320,
-0.00023776000,0.22640,0.20280,
-0.00023774000,0.22640,0.20340,
-0.00023772000,0.22660,0.20300,
-0.00023770000,0.22660,0.20340,
-0.00023768000,0.22660,0.20280,
-0.00023766000,0.22660,0.20320,
-0.00023764000,0.22640,0.20280,
-0.00023762000,0.22640,0.20340,
-0.00023760000,0.22640,0.20280,
-0.00023758000,0.22640,0.20340,
-0.00023756000,0.22640,0.20260,
-0.00023754000,0.22620,0.20340,
-0.00023752000,0.22620,0.20280,
-0.00023750000,0.22600,0.20320,
-0.00023748000,0.22660,0.20280,
-0.00023746000,0.22620,0.20320,
-0.00023743998,0.22640,0.20300,
-0.00023742000,0.22620,0.20340,
-0.00023740000,0.22660,0.20280,
-0.00023738000,0.22660,0.20360,
-0.00023736000,0.22640,0.20280,
-0.00023734000,0.22640,0.20340,
-0.00023732000,0.22640,0.20280,
-0.00023730000,0.22640,0.20340,
-0.00023728000,0.22640,0.20280,
-0.00023726000,0.22620,0.20340,
-0.00023724000,0.22620,0.20260,
-0.00023722000,0.22640,0.20360,
-0.00023720000,0.22640,0.20300,
-0.00023718000,0.22680,0.20300,
-0.00023716000,0.22640,0.20280,
-0.00023714000,0.22660,0.20320,
-0.00023712000,0.22600,0.20280,
-0.00023710000,0.22640,0.20300,
-0.00023707998,0.22660,0.20280,
-0.00023706000,0.22640,0.20340,
-0.00023704000,0.22640,0.20320,
-0.00023702000,0.22640,0.20320,
-0.00023700000,0.22680,0.20280,
-0.00023697998,0.22680,0.20340,
-0.00023696000,0.22640,0.20280,
-0.00023694000,0.22640,0.20340,
-0.00023692000,0.22620,0.20280,
-0.00023690000,0.22660,0.20340,
-0.00023688000,0.22640,0.20300,
-0.00023686000,0.22620,0.20320,
-0.00023684000,0.22620,0.20300,
-0.00023682000,0.22620,0.20320,
-0.00023680000,0.22680,0.20300,
-0.00023678000,0.22660,0.20340,
-0.00023676000,0.22640,0.20300,
-0.00023674000,0.22640,0.20340,
-0.00023672000,0.22640,0.20300,
-0.00023670000,0.22660,0.20340,
-0.00023668000,0.22640,0.20280,
-0.00023666000,0.22640,0.20320,
-0.00023664000,0.22640,0.20260,
-0.00023661998,0.22640,0.20360,
-0.00023660000,0.22640,0.20280,
-0.00023658000,0.22620,0.20340,
-0.00023656000,0.22640,0.20280,
-0.00023654000,0.22640,0.20340,
-0.00023652000,0.22660,0.20300,
-0.00023650000,0.22640,0.20320,
-0.00023648000,0.22660,0.20260,
-0.00023646000,0.22640,0.20340,
-0.00023644000,0.22660,0.20280,
-0.00023642000,0.22640,0.20340,
-0.00023640000,0.22660,0.20280,
-0.00023638000,0.22620,0.20340,
-0.00023636000,0.22640,0.20280,
-0.00023634000,0.22640,0.20340,
-0.00023632000,0.22620,0.20280,
-0.00023630000,0.22640,0.20320,
-0.00023628000,0.22660,0.20280,
-0.00023625998,0.22640,0.20320,
-0.00023624000,0.22660,0.20280,
-0.00023622000,0.22660,0.20340,
-0.00023620000,0.22660,0.20280,
-0.00023618000,0.22660,0.20340,
-0.00023616000,0.22660,0.20260,
-0.00023614000,0.22620,0.20340,
-0.00023612000,0.22640,0.20300,
-0.00023610000,0.22660,0.20360,
-0.00023608000,0.22640,0.20280,
-0.00023606000,0.22620,0.20340,
-0.00023604000,0.22660,0.20260,
-0.00023602000,0.22620,0.20360,
-0.00023600000,0.22620,0.20300,
-0.00023598000,0.22640,0.20340,
-0.00023596000,0.22660,0.20300,
-0.00023594000,0.22660,0.20340,
-0.00023592000,0.22660,0.20280,
-0.00023589998,0.22640,0.20300,
-0.00023588000,0.22640,0.20280,
-0.00023586000,0.22660,0.20320,
-0.00023584000,0.22640,0.20280,
-0.00023582000,0.22660,0.20340,
-0.00023580000,0.22680,0.20300,
-0.00023578000,0.22660,0.20320,
-0.00023576000,0.22600,0.20300,
-0.00023574000,0.22640,0.20340,
-0.00023572000,0.22640,0.20280,
-0.00023570000,0.22640,0.20340,
-0.00023568000,0.22640,0.20260,
-0.00023566000,0.22620,0.20340,
-0.00023564000,0.22660,0.20300,
-0.00023562000,0.22640,0.20320,
-0.00023560000,0.22620,0.20280,
-0.00023558000,0.22640,0.20360,
-0.00023556000,0.22640,0.20280,
-0.00023553998,0.22620,0.20320,
-0.00023552000,0.22640,0.20260,
-0.00023550000,0.22640,0.20340,
-0.00023548000,0.22660,0.20300,
-0.00023546000,0.22600,0.20340,
-0.00023544000,0.22640,0.20280,
-0.00023542000,0.22600,0.20340,
-0.00023540000,0.22640,0.20280,
-0.00023538000,0.22640,0.20320,
-0.00023536000,0.22640,0.20260,
-0.00023534000,0.22640,0.20340,
-0.00023532000,0.22640,0.20280,
-0.00023530000,0.22660,0.20340,
-0.00023528000,0.22640,0.20280,
-0.00023526000,0.22660,0.20340,
-0.00023524000,0.22620,0.20280,
-0.00023522000,0.22660,0.20360,
-0.00023520000,0.22640,0.20260,
-0.00023517998,0.22640,0.20320,
-0.00023516000,0.22660,0.20280,
-0.00023514000,0.22660,0.20360,
-0.00023512000,0.22640,0.20280,
-0.00023510000,0.22660,0.20340,
-0.00023507998,0.22620,0.20280,
-0.00023506000,0.22600,0.20340,
-0.00023504000,0.22660,0.20280,
-0.00023502000,0.22640,0.20340,
-0.00023500000,0.22620,0.20300,
-0.00023498000,0.22640,0.20340,
-0.00023496000,0.22640,0.20260,
-0.00023494000,0.22620,0.20320,
-0.00023492000,0.22640,0.20280,
-0.00023490000,0.22640,0.20340,
-0.00023488000,0.22660,0.20280,
-0.00023486000,0.22600,0.20340,
-0.00023484000,0.22640,0.20280,
-0.00023482000,0.22640,0.20340,
-0.00023480000,0.22600,0.20280,
-0.00023478000,0.22640,0.20340,
-0.00023476000,0.22640,0.20280,
-0.00023474000,0.22640,0.20360,
-0.00023471998,0.22640,0.20280,
-0.00023470000,0.22640,0.20340,
-0.00023468000,0.22660,0.20260,
-0.00023466000,0.22660,0.20360,
-0.00023464000,0.22660,0.20280,
-0.00023462000,0.22660,0.20340,
-0.00023460000,0.22660,0.20280,
-0.00023458000,0.22640,0.20340,
-0.00023456000,0.22640,0.20260,
-0.00023454000,0.22640,0.20340,
-0.00023452000,0.22620,0.20280,
-0.00023450000,0.22620,0.20340,
-0.00023448000,0.22640,0.20300,
-0.00023446000,0.22640,0.20360,
-0.00023444000,0.22640,0.20300,
-0.00023442000,0.22640,0.20340,
-0.00023440000,0.22640,0.20300,
-0.00023438000,0.22640,0.20340,
-0.00023435998,0.22640,0.20240,
-0.00023434000,0.22620,0.20320,
-0.00023432000,0.22640,0.20280,
-0.00023430000,0.22620,0.20320,
-0.00023428000,0.22660,0.20300,
-0.00023426000,0.22640,0.20340,
-0.00023424000,0.22640,0.20260,
-0.00023422000,0.22660,0.20340,
-0.00023420000,0.22640,0.20280,
-0.00023418000,0.22660,0.20340,
-0.00023416000,0.22660,0.20280,
-0.00023414000,0.22640,0.20320,
-0.00023412000,0.22660,0.20280,
-0.00023410000,0.22640,0.20360,
-0.00023408000,0.22680,0.20280,
-0.00023406000,0.22660,0.20340,
-0.00023404000,0.22620,0.20300,
-0.00023402000,0.22640,0.20340,
-0.00023399998,0.22620,0.20280,
-0.00023398000,0.22620,0.20340,
-0.00023396000,0.22620,0.20220,
-0.00023394000,0.22640,0.20320,
-0.00023392000,0.22640,0.20280,
-0.00023390000,0.22640,0.20340,
-0.00023388000,0.22660,0.20300,
-0.00023386000,0.22640,0.20360,
